timestamp,EAR,MAR,blinks_per_min,yawns,microsleeps,fatigue
1766081048.1431642,0.274,0.019,0,0,0,0
1766081048.1803322,0.276,0.019,0,0,0,0
1766081048.214074,0.273,0.013,0,0,0,0
1766081048.2629006,0.271,0.013,0,0,0,0
1766081048.311286,0.272,0.013,0,0,0,0
1766081048.3579803,0.271,0.011,0,0,0,0
1766081048.4049082,0.271,0.011,0,0,0,0
1766081048.4492605,0.273,0.012,0,0,0,0
1766081048.498752,0.272,0.012,0,0,0,0
1766081048.5453134,0.272,0.012,0,0,0,0
1766081048.5922382,0.272,0.01,0,0,0,0
1766081048.640232,0.271,0.008,0,0,0,0
1766081048.6919603,0.272,0.008,0,0,0,0
1766081048.7207525,0.271,0.008,0,0,0,0
1766081048.7661877,0.27,0.008,0,0,0,0
1766081048.8150043,0.27,0.008,0,0,0,0
1766081048.8605902,0.271,0.007,0,0,0,0
1766081048.9013042,0.27,0.007,0,0,0,0
1766081048.9321334,0.27,0.007,0,0,0,0
1766081048.9649558,0.271,0.005,0,0,0,0
1766081049.0195749,0.272,0.005,0,0,0,0
1766081049.0638928,0.273,0.005,0,0,0,0
1766081049.0957155,0.273,0.005,0,0,0,0
1766081049.143466,0.275,0.004,0,0,0,0
1766081049.1913204,0.276,0.003,0,0,0,0
1766081049.2372777,0.276,0.003,0,0,0,0
1766081049.2848828,0.275,0.003,0,0,0,0
1766081049.3312361,0.276,0.001,0,0,0,0
1766081049.3760467,0.276,0.0,0,0,0,0
1766081049.42584,0.276,0.0,0,0,0,0
1766081049.4707046,0.275,0.0,0,0,0,0
1766081049.515687,0.274,0.0,0,0,0,0
1766081049.5630138,0.275,0.0,0,0,0,0
1766081049.6076307,0.27,0.001,0,0,0,0
1766081049.6570337,0.251,0.003,0,0,0,0
1766081049.7018867,0.231,0.003,0,0,0,0
1766081049.7483368,0.218,0.003,0,0,0,0
1766081049.7957397,0.212,0.003,1,0,0,0
1766081049.844353,0.21,0.004,1,0,0,0
1766081049.8891587,0.208,0.004,1,0,0,0
1766081049.9305382,0.208,0.004,1,0,0,0
1766081049.967438,0.208,0.006,1,0,0,0
1766081050.0150297,0.208,0.007,1,0,0,0
1766081050.0621085,0.213,0.007,1,0,0,0
1766081050.1101744,0.232,0.008,1,0,0,0
1766081050.1558144,0.253,0.01,1,0,0,0
1766081050.2040524,0.266,0.011,1,0,0,0
1766081050.2563446,0.273,0.011,1,0,0,0
1766081050.2794442,0.277,0.01,1,0,0,0
1766081050.3289385,0.279,0.011,1,0,0,0
1766081050.3747492,0.279,0.013,1,0,0,0
1766081050.4222908,0.28,0.013,1,0,0,0
1766081050.4692476,0.28,0.013,1,0,0,0
1766081050.5165346,0.279,0.013,1,0,0,0
1766081050.566947,0.279,0.013,1,0,0,0
1766081050.6092548,0.282,0.013,1,0,0,0
1766081050.6601741,0.283,0.012,1,0,0,0
1766081050.7029052,0.284,0.014,1,0,0,0
1766081050.7482147,0.285,0.014,1,0,0,0
1766081050.7949038,0.287,0.012,1,0,0,0
1766081050.8439252,0.289,0.012,1,0,0,0
1766081050.8930185,0.288,0.012,1,0,0,0
1766081050.937658,0.287,0.012,1,0,0,0
1766081050.984886,0.287,0.012,1,0,0,0
1766081051.0294385,0.287,0.014,1,0,0,0
1766081051.0769427,0.264,0.011,1,0,0,0
1766081051.1267335,0.24,0.011,1,0,0,0
1766081051.1711657,0.219,0.011,1,0,0,0
1766081051.2189143,0.21,0.011,1,0,0,0
1766081051.2662199,0.205,0.011,2,0,0,0
1766081051.3126068,0.201,0.011,2,0,0,0
1766081051.3607495,0.198,0.012,2,0,0,0
1766081051.407822,0.196,0.013,2,0,0,0
1766081051.4527552,0.194,0.013,2,0,0,0
1766081051.5006049,0.192,0.011,2,0,0,0
1766081051.5499475,0.211,0.013,2,0,0,0
1766081051.5968704,0.23,0.014,2,0,0,0
1766081051.6440308,0.249,0.015,2,0,0,0
1766081051.6912546,0.255,0.015,2,0,0,0
1766081051.738526,0.257,0.016,2,0,0,0
1766081051.78511,0.259,0.016,2,0,0,0
1766081051.8337727,0.261,0.015,2,0,0,0
1766081051.8567414,0.263,0.013,2,0,0,0
1766081051.887344,0.266,0.011,2,0,0,0
1766081051.9235322,0.269,0.011,2,0,0,0
1766081051.9747303,0.271,0.012,2,0,0,0
1766081052.0153608,0.274,0.01,2,0,0,0
1766081052.0651817,0.275,0.01,2,0,0,0
1766081052.10965,0.275,0.01,2,0,0,0
1766081052.1559598,0.275,0.01,2,0,0,0
1766081052.2037857,0.277,0.009,2,0,0,0
1766081052.2516425,0.277,0.009,2,0,0,0
1766081052.3003988,0.277,0.01,2,0,0,0
1766081052.331794,0.276,0.012,2,0,0,0
1766081052.3775392,0.275,0.012,2,0,0,0
1766081052.4256384,0.275,0.012,2,0,0,0
1766081052.4705303,0.274,0.015,2,0,0,0
1766081052.5156422,0.273,0.013,2,0,0,0
1766081052.5650158,0.273,0.014,2,0,0,0
1766081052.6113226,0.272,0.014,2,0,0,0
1766081052.6567512,0.27,0.014,2,0,0,0
1766081052.7038035,0.27,0.014,2,0,0,0
1766081052.751318,0.27,0.014,2,0,0,0
1766081052.805295,0.269,0.014,2,0,0,0
1766081052.8268993,0.268,0.014,2,0,0,0
1766081052.8781898,0.267,0.014,2,0,0,0
1766081052.9242182,0.267,0.012,2,0,0,0
1766081052.9709034,0.267,0.014,2,0,0,0
1766081053.0149903,0.267,0.014,2,0,0,0
1766081053.0659149,0.268,0.014,2,0,0,0
1766081053.107169,0.269,0.014,2,0,0,0
1766081053.1550243,0.269,0.013,2,0,0,0
1766081053.2027361,0.269,0.011,2,0,0,0
1766081053.2522235,0.269,0.009,2,0,0,0
1766081053.2964094,0.27,0.008,2,0,0,0
1766081053.3432453,0.271,0.008,2,0,0,0
1766081053.3881733,0.272,0.008,2,0,0,0
1766081053.4373083,0.272,0.008,2,0,0,0
1766081053.4827478,0.273,0.008,2,0,0,0
1766081053.5294096,0.273,0.007,2,0,0,0
1766081053.576454,0.273,0.009,2,0,0,0
1766081053.6241727,0.273,0.009,2,0,0,0
1766081053.6715329,0.274,0.009,2,0,0,0
1766081053.7173283,0.276,0.009,2,0,0,0
1766081053.764281,0.277,0.01,2,0,0,0
1766081053.8090734,0.277,0.009,2,0,0,0
1766081053.8573024,0.277,0.009,2,0,0,0
1766081053.9037526,0.275,0.007,2,0,0,0
1766081053.9532974,0.273,0.007,2,0,0,0
1766081053.993466,0.272,0.006,2,0,0,0
1766081054.042905,0.27,0.006,2,0,0,0
1766081054.0912845,0.268,0.008,2,0,0,0
1766081054.1414204,0.266,0.009,2,0,0,0
1766081054.1849592,0.264,0.011,2,0,0,0
1766081054.235215,0.26,0.009,2,0,0,0
1766081054.2765615,0.258,0.011,2,0,0,0
1766081054.306971,0.257,0.009,2,0,0,0
1766081054.3568017,0.258,0.011,2,0,0,0
1766081054.4008822,0.257,0.011,2,0,0,0
1766081054.4369326,0.257,0.012,2,0,0,0
1766081054.481499,0.257,0.012,2,0,0,0
1766081054.513496,0.257,0.01,2,0,0,0
1766081054.5624044,0.257,0.009,2,0,0,0
1766081054.6081023,0.256,0.009,2,0,0,0
1766081054.655423,0.258,0.01,2,0,0,0
1766081054.7017214,0.258,0.01,2,0,0,0
1766081054.748231,0.258,0.012,2,0,0,0
1766081054.796605,0.256,0.012,2,0,0,0
1766081054.8429508,0.238,0.012,2,0,0,0
1766081054.8884068,0.219,0.012,2,0,0,0
1766081054.9349844,0.2,0.012,2,0,0,0
1766081054.979949,0.181,0.013,2,0,0,0
1766081055.027932,0.161,0.015,2,0,0,0
1766081055.0569751,0.143,0.015,2,0,0,0
1766081055.0888517,0.123,0.014,2,0,0,0
1766081055.1207745,0.104,0.012,2,0,0,0
1766081055.152948,0.085,0.011,2,0,0,0
1766081055.184182,0.067,0.009,2,0,0,0
1766081055.2218776,0.066,0.008,2,0,0,0
1766081055.2489808,0.066,0.006,2,0,0,0
1766081055.2808523,0.066,0.005,2,0,0,0
1766081055.3281171,0.066,0.005,2,0,0,0
1766081055.3603005,0.068,0.003,2,0,0,0
1766081055.4055068,0.069,0.001,2,0,0,0
1766081055.4504058,0.07,0.001,2,0,0,0
1766081055.4991102,0.07,0.003,2,0,0,0
1766081055.546196,0.071,0.005,2,0,0,0
1766081055.5938575,0.072,0.006,2,0,0,0
1766081055.640202,0.073,0.006,2,0,0,0
1766081055.685749,0.073,0.006,2,0,0,0
1766081055.7304735,0.073,0.006,2,0,0,0
1766081055.7784164,0.072,0.006,2,0,0,0
1766081055.8252017,0.071,0.008,2,0,0,0
1766081055.8724217,0.071,0.009,2,0,0,0
1766081055.9185832,0.071,0.009,2,0,0,0
1766081055.9662356,0.071,0.009,2,0,0,0
1766081056.014003,0.071,0.007,2,0,0,0
1766081056.0661657,0.072,0.006,2,0,0,0
1766081056.112486,0.073,0.006,2,0,0,0
1766081056.1596668,0.074,0.006,2,0,0,0
1766081056.2024884,0.074,0.007,2,0,0,0
1766081056.2489934,0.074,0.006,2,0,0,0
1766081056.2953727,0.074,0.004,2,0,0,0
1766081056.3433425,0.075,0.004,2,0,0,0
1766081056.391106,0.073,0.004,2,0,0,0
1766081056.4362457,0.073,0.003,2,0,0,0
1766081056.4830487,0.073,0.003,2,0,0,0
1766081056.5295,0.072,0.004,2,0,0,0
1766081056.5763855,0.071,0.006,2,0,0,0
1766081056.6230962,0.071,0.006,2,0,0,0
1766081056.6703396,0.071,0.004,2,0,0,0
1766081056.716776,0.071,0.006,2,0,0,0
1766081056.7648501,0.07,0.007,2,0,0,0
1766081056.809691,0.069,0.008,2,0,0,0
1766081056.8566945,0.07,0.009,2,0,0,0
1766081056.9023285,0.07,0.011,2,0,0,0
1766081056.9499905,0.069,0.012,2,0,0,0
1766081056.971349,0.068,0.012,2,0,0,0
1766081057.0121229,0.067,0.013,2,0,0,0
1766081057.0336087,0.066,0.015,2,0,0,0
1766081057.0733418,0.066,0.016,2,0,0,0
1766081057.0941067,0.066,0.016,2,0,0,0
1766081057.1419873,0.066,0.015,2,0,0,0
1766081057.170042,0.072,0.013,2,0,0,0
1766081057.1996708,0.085,0.011,2,0,0,0
1766081057.2332826,0.1,0.01,3,0,0,0
1766081057.264608,0.117,0.008,3,0,0,0
1766081057.296449,0.136,0.009,3,0,0,0
1766081057.3273504,0.154,0.007,3,0,0,0
1766081057.3634622,0.171,0.005,3,0,0,0
1766081057.3922613,0.188,0.003,3,0,0,0
1766081057.4246864,0.206,0.002,3,0,0,0
1766081057.4817276,0.223,0.003,3,0,0,0
1766081057.5286796,0.236,0.005,3,0,0,0
1766081057.574834,0.241,0.006,3,0,0,0
1766081057.6236007,0.244,0.008,3,0,0,0
1766081057.669691,0.246,0.008,3,0,0,0
1766081057.716065,0.246,0.006,3,0,0,0
1766081057.7642663,0.247,0.006,3,0,0,0
1766081057.8089683,0.248,0.006,3,0,0,0
1766081057.855864,0.249,0.006,3,0,0,0
1766081057.9038994,0.25,0.006,3,0,0,0
1766081057.923921,0.25,0.004,3,0,0,0
1766081057.9645085,0.251,0.003,3,0,0,0
1766081057.9846342,0.251,0.003,3,0,0,0
1766081058.0290425,0.251,0.004,3,0,0,0
1766081058.0511527,0.251,0.004,3,0,0,0
1766081058.0740938,0.251,0.005,3,0,0,0
1766081058.1197925,0.252,0.005,3,0,0,0
1766081058.151698,0.251,0.006,3,0,0,0
1766081058.1808493,0.25,0.008,3,0,0,0
1766081058.2123168,0.25,0.01,3,0,0,0
1766081058.241053,0.25,0.012,3,0,0,0
1766081058.272316,0.25,0.014,3,0,0,0
1766081058.3063786,0.251,0.015,3,0,0,0
1766081058.3377564,0.252,0.014,3,0,0,0
1766081058.3691056,0.255,0.014,3,0,0,0
1766081058.4013445,0.255,0.013,3,0,0,0
1766081058.4355948,0.256,0.014,3,0,0,0
1766081058.4642265,0.258,0.014,3,0,0,0
1766081058.4964492,0.259,0.015,3,0,0,0
1766081058.54432,0.259,0.013,3,0,0,0
1766081058.5854156,0.259,0.012,3,0,0,0
1766081058.6065097,0.26,0.011,3,0,0,0
1766081058.6470368,0.261,0.009,3,0,0,0
1766081058.6940165,0.26,0.008,3,0,0,0
1766081058.7164764,0.26,0.009,3,0,0,0
1766081058.7582603,0.26,0.011,3,0,0,0
1766081058.7786655,0.259,0.011,3,0,0,0
1766081058.818564,0.259,0.011,3,0,0,0
1766081058.840048,0.26,0.011,3,0,0,0
1766081058.881939,0.26,0.012,3,0,0,0
1766081058.9126837,0.26,0.011,3,0,0,0
1766081058.944512,0.26,0.011,3,0,0,0
1766081058.975608,0.259,0.012,3,0,0,0
1766081059.0076191,0.259,0.014,3,0,0,0
1766081059.0404887,0.259,0.014,3,0,0,0
1766081059.0775764,0.26,0.014,3,0,0,0
1766081059.132276,0.26,0.014,3,0,0,0
1766081059.1636539,0.26,0.013,3,0,0,0
1766081059.193217,0.259,0.012,3,0,0,0
1766081059.2158215,0.26,0.01,3,0,0,0
1766081059.2555652,0.26,0.012,3,0,0,0
1766081059.30121,0.261,0.012,3,0,0,0
1766081059.3469005,0.262,0.012,3,0,0,0
1766081059.394383,0.262,0.011,3,0,0,0
1766081059.4399629,0.261,0.011,3,0,0,0
1766081059.4860559,0.26,0.011,3,0,0,0
1766081059.5334861,0.259,0.011,3,0,0,0
1766081059.5793226,0.259,0.011,3,0,0,0
1766081059.625626,0.26,0.011,3,0,0,0
1766081059.6730747,0.26,0.011,3,0,0,0
1766081059.719154,0.261,0.01,3,0,0,0
1766081059.7645156,0.26,0.01,3,0,0,0
1766081059.8111677,0.259,0.009,3,0,0,0
1766081059.8593729,0.259,0.01,3,0,0,0
1766081059.9079478,0.26,0.01,3,0,0,0
1766081059.9538007,0.261,0.009,3,0,0,0
1766081060.0002525,0.261,0.009,3,0,0,0
1766081060.0469193,0.262,0.007,3,0,0,0
1766081060.0951836,0.262,0.009,3,0,0,0
1766081060.1480596,0.261,0.011,3,0,0,0
1766081060.1691797,0.261,0.011,3,0,0,0
1766081060.2192447,0.261,0.011,3,0,0,0
1766081060.2680762,0.262,0.013,3,0,0,0
1766081060.3145967,0.262,0.013,3,0,0,0
1766081060.36082,0.261,0.014,3,0,0,0
1766081060.410023,0.261,0.015,3,0,0,0
1766081060.4564364,0.26,0.016,3,0,0,0
1766081060.5022051,0.242,0.018,3,0,0,0
1766081060.5459092,0.223,0.019,3,0,0,0
1766081060.5940542,0.205,0.019,3,0,0,0
1766081060.6399066,0.185,0.019,3,0,0,0
1766081060.6862645,0.165,0.018,3,0,0,0
1766081060.7352214,0.145,0.017,3,0,0,0
1766081060.787124,0.125,0.016,3,0,0,0
1766081060.8296297,0.106,0.016,3,0,0,0
1766081060.874517,0.087,0.016,3,0,0,0
