timestamp,EAR,MAR,blinks_per_min,yawns,microsleeps,fatigue
1766085902.4623272,0.208,0.017,0,0,0,0
1766085902.5111961,0.198,0.009,0,0,0,0
1766085902.5435991,0.203,0.006,1,0,0,0
1766085902.6056302,0.207,0.004,1,0,0,0
1766085902.675185,0.203,0.007,1,0,0,0
1766085902.7376928,0.201,0.009,1,0,0,0
1766085902.8190637,0.201,0.007,1,0,0,0
1766085902.882451,0.199,0.006,1,0,0,0
1766085902.9437048,0.197,0.006,1,0,0,0
1766085903.0129006,0.19,0.005,1,0,0,0
1766085903.0720966,0.174,0.005,1,0,0,0
1766085903.1346955,0.17,0.005,1,0,0,0
1766085903.2144022,0.17,0.005,1,0,0,0
1766085903.2813046,0.169,0.005,2,0,0,0
1766085903.340519,0.175,0.006,2,0,0,0
1766085903.407582,0.177,0.004,2,0,0,0
1766085903.4717019,0.178,0.004,2,0,0,0
1766085903.5519078,0.181,0.004,2,0,0,0
1766085903.6143458,0.187,0.006,2,0,0,0
1766085903.680361,0.199,0.008,2,0,0,0
1766085903.7437308,0.215,0.008,2,0,0,0
1766085903.8058794,0.221,0.008,2,0,0,0
1766085903.8725817,0.217,0.008,2,0,0,0
1766085903.9536188,0.212,0.01,2,0,0,0
1766085904.0166552,0.206,0.007,2,0,0,0
1766085904.0779715,0.203,0.009,2,0,0,0
1766085904.1442688,0.191,0.009,2,0,0,0
1766085904.2112978,0.175,0.009,2,0,0,0
1766085904.2712586,0.17,0.011,2,0,0,0
1766085904.3563747,0.164,0.028,2,0,0,0
1766085904.4167373,0.162,0.04,2,0,0,0
1766085904.479212,0.164,0.055,3,0,0,0
1766085904.5444643,0.169,0.063,3,0,0,0
1766085904.612257,0.174,0.071,3,0,0,0
1766085904.6875367,0.179,0.074,3,0,0,0
1766085904.7510314,0.185,0.074,3,0,0,0
1766085904.8122044,0.2,0.074,3,0,0,0
1766085904.8826852,0.221,0.076,3,0,0,0
1766085904.9439943,0.226,0.074,3,0,0,0
