timestamp,EAR,MAR,blinks_per_min,yawns,microsleeps,fatigue
1766114889.925746,0.26,0.0,0,0,0,0
1766114889.9723177,0.255,0.0,0,0,0,0
1766114889.989043,0.252,0.0,0,0,0,0
1766114890.0355525,0.253,0.0,0,0,0,0
1766114890.0519736,0.254,0.0,0,0,0,0
1766114890.102767,0.255,0.0,0,0,0,0
1766114890.1248987,0.255,0.0,0,0,0,0
1766114890.166688,0.253,0.0,0,0,0,0
1766114890.2177944,0.253,0.0,0,0,0,0
1766114890.2551534,0.252,0.0,0,0,0,0
1766114890.2886536,0.249,0.002,0,0,0,0
1766114890.3203847,0.248,0.003,0,0,0,0
1766114890.351142,0.247,0.003,0,0,0,0
1766114890.3830936,0.245,0.003,0,0,0,0
1766114890.4165976,0.242,0.005,0,0,0,0
1766114890.453251,0.241,0.005,0,0,0,0
1766114890.4823284,0.24,0.007,0,0,0,0
1766114890.5134866,0.239,0.007,0,0,0,0
1766114890.544522,0.236,0.007,0,0,0,0
1766114890.5757685,0.236,0.007,0,0,0,0
1766114890.626226,0.238,0.007,0,0,0,0
1766114890.6532223,0.239,0.005,0,0,0,0
1766114890.6936283,0.24,0.005,0,0,0,0
1766114890.720609,0.24,0.007,0,0,0,0
1766114890.7550108,0.243,0.007,0,0,0,0
1766114890.785339,0.242,0.007,0,0,0,0
1766114890.8173523,0.243,0.005,0,0,0,0
1766114890.8492742,0.245,0.009,0,0,0,0
1766114890.883795,0.247,0.015,0,0,0,0
1766114890.912575,0.247,0.026,0,0,0,0
1766114890.9608364,0.247,0.043,0,0,0,0
1766114891.005859,0.248,0.067,0,0,0,0
1766114891.0330422,0.249,0.089,0,0,0,0
1766114891.058139,0.25,0.108,0,0,0,0
1766114891.0995486,0.25,0.126,0,0,0,0
1766114891.1249485,0.252,0.143,0,0,0,0
1766114891.1765196,0.253,0.154,0,0,0,0
1766114891.2025177,0.254,0.153,0,0,0,0
1766114891.252586,0.256,0.149,0,0,0,0
1766114891.284442,0.256,0.138,0,0,0,0
1766114891.3274982,0.257,0.12,0,0,0,0
1766114891.3606617,0.257,0.096,0,0,0,0
1766114891.3903677,0.256,0.074,0,0,0,0
1766114891.4235008,0.257,0.053,0,0,0,0
1766114891.4543045,0.257,0.032,0,0,0,0
1766114891.4862113,0.256,0.016,0,0,0,0
1766114891.5229206,0.253,0.013,0,0,0,0
1766114891.5643888,0.251,0.026,0,0,0,0
1766114891.5872064,0.248,0.043,0,0,0,0
1766114891.6292784,0.248,0.063,0,0,0,0
1766114891.6492739,0.247,0.081,0,0,0,0
1766114891.6955395,0.247,0.099,0,0,0,0
1766114891.7314887,0.245,0.12,0,0,0,0
1766114891.7593591,0.244,0.138,0,0,0,0
1766114891.79159,0.241,0.154,0,0,0,0
1766114891.8227594,0.24,0.169,0,0,0,0
1766114891.8554077,0.24,0.176,0,0,0,0
1766114891.8856907,0.238,0.175,0,0,0,0
1766114891.9193976,0.238,0.175,0,0,0,0
1766114891.957313,0.236,0.173,0,0,0,0
1766114891.981059,0.235,0.171,0,0,0,0
1766114892.0323699,0.233,0.169,0,0,0,0
1766114892.0636666,0.235,0.165,0,0,0,0
1766114892.0963728,0.235,0.163,0,0,0,0
1766114892.1282363,0.237,0.165,0,0,0,0
1766114892.1731417,0.239,0.169,0,0,0,0
1766114892.220227,0.241,0.182,0,0,0,0
1766114892.2450309,0.244,0.195,0,0,0,0
1766114892.2851784,0.245,0.211,0,0,0,0
1766114892.3063564,0.245,0.232,0,0,0,0
1766114892.360875,0.245,0.26,0,0,0,0
1766114892.4096158,0.245,0.288,0,0,0,0
1766114892.432541,0.244,0.307,0,0,0,0
1766114892.4839053,0.24,0.316,0,0,0,0
1766114892.53244,0.237,0.323,0,0,0,0
1766114892.5839863,0.234,0.337,0,0,0,0
