timestamp,frame_idx,ear,mar,label
2025-11-16T19:17:24.449662,0,0.2673,0.0,alert
2025-11-16T19:17:24.535593,1,0.3038,0.0,alert
2025-11-16T19:17:24.549738,2,0.2767,0.0,alert
2025-11-16T19:17:24.564737,3,0.2934,0.0,alert
2025-11-16T19:17:24.599811,4,0.3038,0.0302,alert
2025-11-16T19:17:24.636128,5,0.2929,0.0,alert
2025-11-16T19:17:24.667434,6,0.3117,0.0,alert
2025-11-16T19:17:24.702474,7,0.2976,0.0,alert
2025-11-16T19:17:24.730133,8,0.2967,0.0,alert
2025-11-16T19:17:24.741171,9,0.2967,0.0,alert
2025-11-16T19:17:24.810893,10,0.2787,0.0,alert
2025-11-16T19:17:24.842414,11,0.2715,0.0,alert
2025-11-16T19:17:24.874476,12,0.2716,0.0,alert
2025-11-16T19:17:24.907958,13,0.2702,0.0,alert
2025-11-16T19:17:24.940434,14,0.2965,0.0,alert
2025-11-16T19:17:24.973086,15,0.271,0.0,alert
2025-11-16T19:17:25.004412,16,0.2486,0.0,alert
2025-11-16T19:17:25.034891,17,0.3036,0.0,alert
2025-11-16T19:17:25.068568,18,0.2256,0.0322,alert
2025-11-16T19:17:25.099923,19,0.0953,0.0442,alert
2025-11-16T19:17:25.110920,20,0.0701,0.0312,alert
2025-11-16T19:17:25.133163,21,0.1305,0.0,alert
2025-11-16T19:17:25.216685,22,0.2468,0.0,alert
2025-11-16T19:17:25.244226,23,0.268,0.0312,alert
2025-11-16T19:17:25.268238,24,0.2739,0.0303,alert
2025-11-16T19:17:25.299269,25,0.2838,0.0,alert
2025-11-16T19:17:25.330675,26,0.3157,0.0,alert
2025-11-16T19:17:25.362772,27,0.284,0.0,alert
2025-11-16T19:17:25.394762,28,0.2991,0.0,alert
2025-11-16T19:17:25.437455,29,0.2787,0.0286,alert
2025-11-16T19:17:25.459087,30,0.2718,0.0,alert
2025-11-16T19:17:25.481078,31,0.2706,0.0,alert
2025-11-16T19:17:25.513765,32,0.2642,0.0,alert
2025-11-16T19:17:25.545987,33,0.2965,0.0278,alert
2025-11-16T19:17:25.612231,34,0.2963,0.0,alert
2025-11-16T19:17:25.648052,35,0.2882,0.0,alert
2025-11-16T19:17:25.675663,36,0.2999,0.0404,alert
2025-11-16T19:17:25.707604,37,0.2766,0.0,alert
2025-11-16T19:17:25.738428,38,0.2151,0.0,alert
2025-11-16T19:17:25.770411,39,0.1754,0.0,alert
2025-11-16T19:17:25.803405,40,0.1991,0.0,alert
2025-11-16T19:17:25.831222,41,0.1968,0.0294,alert
2025-11-16T19:17:25.845464,42,0.2543,0.0,alert
2025-11-16T19:17:25.881792,43,0.2894,0.0,alert
2025-11-16T19:17:25.915540,44,0.2553,0.0,alert
2025-11-16T19:17:25.948889,45,0.2908,0.0,alert
2025-11-16T19:17:26.011087,46,0.2657,0.0,alert
2025-11-16T19:17:26.043190,47,0.2684,0.0,alert
2025-11-16T19:17:26.078012,48,0.2674,0.0,alert
2025-11-16T19:17:26.107472,49,0.2541,0.0,alert
2025-11-16T19:17:26.140256,50,0.2815,0.0,alert
2025-11-16T19:17:26.171216,51,0.2789,0.0,alert
2025-11-16T19:17:26.187290,52,0.2672,0.0,alert
2025-11-16T19:17:26.203211,53,0.2685,0.0,alert
2025-11-16T19:17:26.251301,54,0.2542,0.0,alert
2025-11-16T19:17:26.276218,55,0.2593,0.0,alert
2025-11-16T19:17:26.309260,56,0.2659,0.0,alert
2025-11-16T19:17:26.340728,57,0.2693,0.0,alert
2025-11-16T19:17:26.410992,58,0.2918,0.0,alert
2025-11-16T19:17:26.444136,59,0.287,0.0,alert
2025-11-16T19:17:26.477099,60,0.285,0.0294,alert
2025-11-16T19:17:26.508286,61,0.2617,0.0,alert
2025-11-16T19:17:26.537928,62,0.2671,0.0,alert
2025-11-16T19:17:26.549822,63,0.2671,0.0,alert
2025-11-16T19:17:26.583848,64,0.2793,0.0,alert
2025-11-16T19:17:26.618843,65,0.1976,0.0,alert
2025-11-16T19:17:26.647527,66,0.1097,0.0,alert
2025-11-16T19:17:26.681033,67,0.094,0.0278,alert
2025-11-16T19:17:26.718757,68,0.1973,0.0,alert
2025-11-16T19:17:26.746215,69,0.228,0.0278,alert
2025-11-16T19:17:26.811072,70,0.2754,0.0,alert
2025-11-16T19:17:26.845320,71,0.2965,0.0,alert
2025-11-16T19:17:26.874587,72,0.2729,0.0286,alert
2025-11-16T19:17:26.885486,73,0.2852,0.0286,alert
2025-11-16T19:17:26.904826,74,0.2916,0.0,alert
2025-11-16T19:17:26.958112,75,0.2895,0.0,alert
2025-11-16T19:17:26.986050,76,0.2779,0.0,alert
2025-11-16T19:17:27.020455,77,0.2892,0.0,alert
2025-11-16T19:17:27.049406,78,0.2967,0.0,alert
2025-11-16T19:17:27.081951,79,0.2844,0.0,alert
2025-11-16T19:17:27.115578,80,0.2765,0.0,alert
2025-11-16T19:17:27.150291,81,0.2908,0.0286,alert
2025-11-16T19:17:27.210054,82,0.2764,0.0,alert
2025-11-16T19:17:27.243739,83,0.2414,0.0,alert
2025-11-16T19:17:27.255738,84,0.2414,0.0,alert
2025-11-16T19:17:27.268737,85,0.1377,0.0,alert
2025-11-16T19:17:27.315737,86,0.1435,0.0,alert
2025-11-16T19:17:27.348806,87,0.1915,0.0294,alert
2025-11-16T19:17:27.385505,88,0.2359,0.0,alert
2025-11-16T19:17:27.419114,89,0.2416,0.0,alert
2025-11-16T19:17:27.452133,90,0.2367,0.0,alert
2025-11-16T19:17:27.484739,91,0.2367,0.0278,alert
2025-11-16T19:17:27.513898,92,0.2367,0.0,alert
2025-11-16T19:17:27.547011,93,0.2403,0.0,alert
2025-11-16T19:17:27.610802,94,0.2802,0.0404,alert
2025-11-16T19:17:27.627970,95,0.2802,0.0404,alert
2025-11-16T19:17:27.658453,96,0.2802,0.0,alert
2025-11-16T19:17:27.690871,97,0.2716,0.0,alert
2025-11-16T19:17:27.723270,98,0.2844,0.0,alert
2025-11-16T19:17:27.754160,99,0.2965,0.0286,alert
2025-11-16T19:17:27.790141,100,0.3045,0.0,alert
2025-11-16T19:17:27.818410,101,0.2962,0.0,alert
2025-11-16T19:17:27.851207,102,0.2965,0.0,alert
2025-11-16T19:17:27.881531,103,0.2741,0.0303,alert
2025-11-16T19:17:27.913563,104,0.2171,0.0,alert
2025-11-16T19:17:27.949825,105,0.0978,0.0,alert
2025-11-16T19:17:27.982824,106,0.1684,0.0,alert
2025-11-16T19:17:28.025933,107,0.2045,0.0,alert
2025-11-16T19:17:28.059072,108,0.2303,0.0,alert
2025-11-16T19:17:28.090500,109,0.2244,0.0416,alert
2025-11-16T19:17:28.124086,110,0.2543,0.0,alert
2025-11-16T19:17:28.155978,111,0.2672,0.0,alert
2025-11-16T19:17:28.188641,112,0.26,0.0,alert
2025-11-16T19:17:28.220793,113,0.2727,0.0,alert
2025-11-16T19:17:28.252283,114,0.285,0.0,alert
2025-11-16T19:17:28.275278,115,0.2609,0.0303,alert
2025-11-16T19:17:28.308279,116,0.2787,0.0,alert
2025-11-16T19:17:28.345103,117,0.2684,0.0,alert
2025-11-16T19:17:28.393026,118,0.2924,0.0286,alert
