timestamp,frame_idx,ear,mar,label
2025-11-16T19:37:15.267830,0,0.2892,0.0,alert
2025-11-16T19:37:15.390973,1,0.3209,0.0312,alert
2025-11-16T19:37:15.412093,2,0.3194,0.0,alert
2025-11-16T19:37:15.422165,3,0.2872,0.0,alert
2025-11-16T19:37:15.466386,4,0.2875,0.0,alert
2025-11-16T19:37:15.498449,5,0.3113,0.0,alert
2025-11-16T19:37:15.529450,6,0.3141,0.0,alert
2025-11-16T19:37:15.563656,7,0.3204,0.0,alert
2025-11-16T19:37:15.596606,8,0.3272,0.0,alert
2025-11-16T19:37:15.629104,9,0.3292,0.0,alert
2025-11-16T19:37:15.654942,10,0.3046,0.0,alert
2025-11-16T19:37:15.691626,11,0.3416,0.0,alert
2025-11-16T19:37:15.723079,12,0.3127,0.0,alert
2025-11-16T19:37:15.757777,13,0.3053,0.0,alert
2025-11-16T19:37:15.770730,14,0.3081,0.0,alert
2025-11-16T19:37:15.835044,15,0.3034,0.0,alert
2025-11-16T19:37:15.866871,16,0.2886,0.0,alert
2025-11-16T19:37:15.901869,17,0.2935,0.0,alert
2025-11-16T19:37:15.931654,18,0.3151,0.0,alert
2025-11-16T19:37:15.965113,19,0.3108,0.0,alert
2025-11-16T19:37:15.995666,20,0.3235,0.0,alert
2025-11-16T19:37:16.030291,21,0.3356,0.0,alert
2025-11-16T19:37:16.060227,22,0.3285,0.0303,alert
2025-11-16T19:37:16.090227,23,0.3122,0.0,alert
2025-11-16T19:37:16.123695,24,0.3016,0.0,alert
2025-11-16T19:37:16.139153,25,0.2961,0.0,alert
2025-11-16T19:37:16.170615,26,0.259,0.0,alert
2025-11-16T19:37:16.237996,27,0.1875,0.0,alert
2025-11-16T19:37:16.263224,28,0.1256,0.0,alert
2025-11-16T19:37:16.299974,29,0.1072,0.0,alert
2025-11-16T19:37:16.331545,30,0.1168,0.0,alert
2025-11-16T19:37:16.363598,31,0.1486,0.0294,alert
2025-11-16T19:37:16.394880,32,0.1356,0.0,alert
2025-11-16T19:37:16.426402,33,0.1418,0.0,alert
2025-11-16T19:37:16.459939,34,0.1332,0.0312,alert
2025-11-16T19:37:16.472482,35,0.1356,0.0,alert
2025-11-16T19:37:16.498232,36,0.1344,0.0,alert
2025-11-16T19:37:16.538562,37,0.1562,0.0322,alert
2025-11-16T19:37:16.570422,38,0.1529,0.0322,alert
2025-11-16T19:37:16.636772,39,0.1292,0.0,alert
2025-11-16T19:37:16.665836,40,0.1333,0.0,alert
2025-11-16T19:37:16.697622,41,0.1236,0.0,alert
2025-11-16T19:37:16.731177,42,0.1298,0.0322,alert
2025-11-16T19:37:16.763027,43,0.1314,0.0,alert
2025-11-16T19:37:16.799529,44,0.1396,0.0,alert
2025-11-16T19:37:16.827950,45,0.1414,0.0,alert
2025-11-16T19:37:16.855263,46,0.1414,0.0,alert
2025-11-16T19:37:16.868261,47,0.1406,0.0322,alert
2025-11-16T19:37:16.906698,48,0.1539,0.0,alert
2025-11-16T19:37:16.939247,49,0.148,0.0,alert
2025-11-16T19:37:16.971733,50,0.1532,0.0,alert
2025-11-16T19:37:17.037067,51,0.1406,0.0,alert
2025-11-16T19:37:17.070380,52,0.154,0.0,alert
2025-11-16T19:37:17.094763,53,0.1325,0.0,alert
2025-11-16T19:37:17.130121,54,0.1521,0.0,alert
2025-11-16T19:37:17.160352,55,0.1583,0.0,alert
2025-11-16T19:37:17.200172,56,0.1762,0.0,alert
2025-11-16T19:37:17.213333,57,0.1535,0.0,alert
2025-11-16T19:37:17.245187,58,0.1629,0.0312,alert
2025-11-16T19:37:17.268184,59,0.1595,0.0,alert
2025-11-16T19:37:17.301184,60,0.1237,0.0,alert
2025-11-16T19:37:17.331197,61,0.1238,0.0312,alert
2025-11-16T19:37:17.365775,62,0.1329,0.0,alert
2025-11-16T19:37:17.433606,63,0.0953,0.0,alert
2025-11-16T19:37:17.467781,64,0.0862,0.0,alert
2025-11-16T19:37:17.499349,65,0.0614,0.0,alert
