timestamp,ear,mar,blink_per_min,microsleeps,yawns,fatigue,ml
2025-11-16T22:21:19.097928,0.2862,0.0243,6,1,1,55,DROWSY
2025-11-16T22:21:19.210143,0.2895,0.0243,6,1,1,55,DROWSY
2025-11-16T22:21:19.348474,0.2964,0.0203,6,1,1,35,ALERT
2025-11-16T22:21:19.440313,0.2985,0.0175,6,1,1,35,ALERT
2025-11-16T22:21:19.546058,0.2838,0.009,6,1,1,35,ALERT
2025-11-16T22:21:19.608003,0.2778,0.009,6,1,1,35,ALERT
2025-11-16T22:21:19.761955,0.2701,0.006,6,1,1,35,ALERT
2025-11-16T22:21:19.832306,0.2672,0.006,6,1,1,35,ALERT
2025-11-16T22:21:19.952808,0.2586,0.0088,6,1,1,35,ALERT
2025-11-16T22:21:20.073523,0.2569,0.0058,6,1,1,35,ALERT
2025-11-16T22:21:20.151265,0.2634,0.0058,6,1,1,35,ALERT
2025-11-16T22:21:20.275379,0.271,0.0088,6,1,1,35,ALERT
2025-11-16T22:21:20.336497,0.2699,0.0088,6,1,1,35,ALERT
2025-11-16T22:21:20.402480,0.2696,0.0088,6,1,1,35,ALERT
2025-11-16T22:21:20.497696,0.2615,0.0088,6,1,1,35,ALERT
2025-11-16T22:21:20.560063,0.2622,0.0088,6,1,1,35,ALERT
2025-11-16T22:21:20.686794,0.2597,0.006,6,1,1,35,ALERT
2025-11-16T22:21:20.817426,0.2551,0.0061,6,1,1,35,ALERT
2025-11-16T22:21:20.881267,0.2596,0.0031,6,1,1,35,ALERT
2025-11-16T22:21:20.945071,0.2615,0.0031,6,1,1,35,ALERT
