timestamp,ear,mar,label
2025-12-16 18:25:51.127100,0.2315,0.0,alert
2025-12-16 18:25:51.260629,0.226,0.0141,alert
2025-12-16 18:25:51.277455,0.2189,0.0,alert
2025-12-16 18:25:51.294094,0.2217,0.0139,alert
2025-12-16 18:25:51.311742,0.2053,0.0,alert
2025-12-16 18:25:51.343808,0.222,0.0139,alert
2025-12-16 18:25:51.376529,0.2069,0.0139,alert
2025-12-16 18:25:51.405396,0.2134,0.0,alert
2025-12-16 18:25:51.446209,0.2088,0.0,alert
2025-12-16 18:25:51.481654,0.216,0.0,alert
2025-12-16 18:25:51.516871,0.2479,0.0137,alert
2025-12-16 18:25:51.548686,0.2433,0.0139,alert
2025-12-16 18:25:51.580846,0.2545,0.0,alert
2025-12-16 18:25:51.621370,0.2573,0.0,alert
2025-12-16 18:25:51.654301,0.2498,0.0,alert
2025-12-16 18:25:51.683723,0.2535,0.0,alert
2025-12-16 18:25:51.709027,0.2522,0.0,alert
2025-12-16 18:25:51.751264,0.2473,0.0,alert
2025-12-16 18:25:51.780839,0.2545,0.0,alert
2025-12-16 18:25:51.813606,0.2651,0.0,alert
2025-12-16 18:25:51.821155,0.2635,0.0,alert
2025-12-16 18:25:51.884231,0.254,0.0,alert
2025-12-16 18:25:51.926120,0.2543,0.0,alert
2025-12-16 18:25:51.951647,0.2712,0.0,alert
2025-12-16 18:25:51.989513,0.2762,0.0,alert
2025-12-16 18:25:52.011468,0.2695,0.0139,alert
2025-12-16 18:25:52.051970,0.2637,0.0,alert
2025-12-16 18:25:52.082266,0.2714,0.0,alert
2025-12-16 18:25:52.107746,0.2661,0.0,alert
2025-12-16 18:25:52.141053,0.2733,0.0,alert
2025-12-16 18:25:52.178443,0.2742,0.0,alert
2025-12-16 18:25:52.195694,0.2742,0.0,alert
2025-12-16 18:25:52.222350,0.2689,0.0,alert
2025-12-16 18:25:52.286141,0.2815,0.0,alert
2025-12-16 18:25:52.320689,0.275,0.0,alert
2025-12-16 18:25:52.352375,0.2721,0.0,alert
2025-12-16 18:25:52.380118,0.2803,0.0,alert
2025-12-16 18:25:52.411774,0.2721,0.0141,alert
2025-12-16 18:25:52.444432,0.2648,0.0,alert
2025-12-16 18:25:52.476673,0.2729,0.0,alert
2025-12-16 18:25:52.513981,0.2656,0.0,alert
2025-12-16 18:25:52.532443,0.2595,0.0,alert
2025-12-16 18:25:52.549344,0.2795,0.0139,alert
2025-12-16 18:25:52.594806,0.2819,0.0,alert
2025-12-16 18:25:52.626554,0.2747,0.0,alert
2025-12-16 18:25:52.683979,0.2775,0.0,alert
2025-12-16 18:25:52.723137,0.2775,0.0,alert
2025-12-16 18:25:52.748157,0.2702,0.0,alert
2025-12-16 18:25:52.786419,0.2776,0.0,alert
2025-12-16 18:25:52.813048,0.2855,0.0,alert
2025-12-16 18:25:52.850282,0.2822,0.0,alert
2025-12-16 18:25:52.880617,0.2773,0.0,alert
2025-12-16 18:25:52.900843,0.2787,0.0,alert
2025-12-16 18:25:52.911363,0.2794,0.0,alert
2025-12-16 18:25:52.956137,0.287,0.0,alert
2025-12-16 18:25:52.988608,0.2779,0.0,alert
2025-12-16 18:25:53.026648,0.2901,0.0,alert
2025-12-16 18:25:53.089370,0.2792,0.0,alert
2025-12-16 18:25:53.116220,0.2809,0.0,alert
2025-12-16 18:25:53.154278,0.2763,0.0,alert
2025-12-16 18:25:53.184909,0.2841,0.0,alert
2025-12-16 18:25:53.214293,0.2848,0.0,alert
2025-12-16 18:25:53.243869,0.2862,0.0,alert
2025-12-16 18:25:53.264868,0.2862,0.0,alert
2025-12-16 18:25:53.291997,0.2893,0.0,alert
2025-12-16 18:25:53.323905,0.2862,0.0,alert
2025-12-16 18:25:53.360338,0.2825,0.0139,alert
2025-12-16 18:25:53.395643,0.2844,0.0137,alert
2025-12-16 18:25:53.432213,0.2841,0.0137,alert
2025-12-16 18:25:53.487015,0.2887,0.0139,alert
2025-12-16 18:25:53.515285,0.2877,0.0,alert
2025-12-16 18:25:53.547894,0.2903,0.0,alert
2025-12-16 18:25:53.586060,0.2755,0.0,alert
2025-12-16 18:25:53.601989,0.2739,0.0,alert
2025-12-16 18:25:53.623710,0.2654,0.0,alert
2025-12-16 18:25:53.667469,0.265,0.0,alert
2025-12-16 18:25:53.699411,0.26,0.0,alert
2025-12-16 18:25:53.736982,0.2658,0.0,alert
2025-12-16 18:25:53.759286,0.2659,0.0,alert
2025-12-16 18:25:53.792159,0.2706,0.0,alert
2025-12-16 18:25:53.830954,0.273,0.0,alert
2025-12-16 18:25:53.888418,0.2845,0.0,alert
2025-12-16 18:25:53.921872,0.2815,0.0,alert
2025-12-16 18:25:53.954906,0.2696,0.0139,alert
2025-12-16 18:25:53.971702,0.2698,0.0,alert
2025-12-16 18:25:53.996567,0.2711,0.0,alert
2025-12-16 18:25:54.028099,0.2735,0.0,alert
2025-12-16 18:25:54.069555,0.2718,0.0,alert
2025-12-16 18:25:54.095990,0.2712,0.0,alert
2025-12-16 18:25:54.131159,0.2605,0.0139,alert
2025-12-16 18:25:54.163644,0.2549,0.0,alert
2025-12-16 18:25:54.206581,0.2723,0.0,alert
2025-12-16 18:25:54.226761,0.2745,0.0,alert
2025-12-16 18:25:54.253298,0.2698,0.0,alert
