timestamp,ear,mar,label
2025-12-18 23:46:08.188915,0.2306,0.0,alert
2025-12-18 23:46:08.288891,0.2387,0.0,alert
2025-12-18 23:46:08.305441,0.2538,0.0196,alert
2025-12-18 23:46:08.316441,0.2427,0.0,alert
2025-12-18 23:46:08.336457,0.2483,0.0,alert
2025-12-18 23:46:08.351624,0.1986,0.0,alert
2025-12-18 23:46:08.385322,0.1682,0.0,alert
2025-12-18 23:46:08.418654,0.1661,0.0,alert
2025-12-18 23:46:08.454210,0.1903,0.0,alert
2025-12-18 23:46:08.493116,0.2234,0.0,alert
2025-12-18 23:46:08.526801,0.2402,0.0,alert
2025-12-18 23:46:08.556317,0.2414,0.0,alert
2025-12-18 23:46:08.588246,0.2427,0.0,alert
2025-12-18 23:46:08.624594,0.2354,0.0,alert
2025-12-18 23:46:08.651930,0.2451,0.0,alert
2025-12-18 23:46:08.693795,0.2572,0.0,alert
2025-12-18 23:46:08.721490,0.2572,0.0,alert
2025-12-18 23:46:08.754094,0.2718,0.0,alert
2025-12-18 23:46:08.793918,0.2572,0.0192,alert
2025-12-18 23:46:08.824751,0.2588,0.0196,alert
2025-12-18 23:46:08.834802,0.2552,0.0196,alert
2025-12-18 23:46:08.905275,0.2795,0.0,alert
2025-12-18 23:46:08.933909,0.2823,0.0,alert
2025-12-18 23:46:08.957356,0.2823,0.0,alert
2025-12-18 23:46:08.993833,0.2831,0.0,alert
2025-12-18 23:46:09.028322,0.281,0.0,alert
2025-12-18 23:46:09.062090,0.2778,0.0,alert
2025-12-18 23:46:09.095861,0.2908,0.0,alert
2025-12-18 23:46:09.126126,0.2875,0.0,alert
2025-12-18 23:46:09.152624,0.2908,0.0,alert
2025-12-18 23:46:09.190908,0.2772,0.0,alert
2025-12-18 23:46:09.201156,0.285,0.0,alert
2025-12-18 23:46:09.233523,0.2872,0.0,alert
2025-12-18 23:46:09.301465,0.2926,0.0,alert
2025-12-18 23:46:09.333275,0.2732,0.0,alert
2025-12-18 23:46:09.366960,0.2754,0.0,alert
2025-12-18 23:46:09.398910,0.2719,0.0,alert
2025-12-18 23:46:09.432508,0.2707,0.0196,alert
2025-12-18 23:46:09.454203,0.273,0.0,alert
2025-12-18 23:46:09.494245,0.2696,0.0185,alert
2025-12-18 23:46:09.529421,0.2816,0.0,alert
2025-12-18 23:46:09.540204,0.2797,0.0189,alert
2025-12-18 23:46:09.554538,0.2707,0.0,alert
2025-12-18 23:46:09.606020,0.2865,0.0,alert
2025-12-18 23:46:09.634226,0.2741,0.0,alert
2025-12-18 23:46:09.705152,0.2655,0.0,alert
2025-12-18 23:46:09.725456,0.254,0.0,alert
2025-12-18 23:46:09.762035,0.2795,0.0,alert
2025-12-18 23:46:09.794420,0.2929,0.0,alert
2025-12-18 23:46:09.821435,0.2805,0.0,alert
2025-12-18 23:46:09.865545,0.2592,0.0,alert
2025-12-18 23:46:09.894689,0.2686,0.0,alert
2025-12-18 23:46:09.904682,0.261,0.0,alert
2025-12-18 23:46:09.920161,0.2865,0.0,alert
2025-12-18 23:46:09.975238,0.2592,0.0,alert
2025-12-18 23:46:10.001885,0.27,0.0,alert
2025-12-18 23:46:10.031124,0.27,0.0,alert
2025-12-18 23:46:10.097168,0.2665,0.0,alert
2025-12-18 23:46:10.132921,0.2735,0.0196,alert
2025-12-18 23:46:10.166615,0.2643,0.0,alert
2025-12-18 23:46:10.195236,0.2671,0.0,alert
2025-12-18 23:46:10.229192,0.2775,0.0,alert
2025-12-18 23:46:10.256033,0.2786,0.0,alert
2025-12-18 23:46:10.275775,0.2854,0.0,alert
2025-12-18 23:46:10.303827,0.2785,0.0189,alert
2025-12-18 23:46:10.333044,0.2785,0.0192,alert
2025-12-18 23:46:10.373520,0.2714,0.0,alert
